AmaCatID	AmaPath	WowCatID_candidate	WowPath	score	decision_reason	comment
3396331	Sports & Outdoors/Sports/Team Sports/Baseball/Protective Gear	4009	スポーツ・アウトドア/その他のスポーツ	0.520	level2_fallback_l2map	
3396351	Sports & Outdoors/Sports/Team Sports/Baseball/Protective Gear/Batting Helmets	4009	スポーツ・アウトドア/その他のスポーツ	0.459	level2_fallback_l2map	
3396371	Sports & Outdoors/Sports/Team Sports/Baseball/Protective Gear/Catcher Chest Protectors	4009	スポーツ・アウトドア/その他のスポーツ	0.436	level2_fallback_l2map	
3396381	Sports & Outdoors/Sports/Team Sports/Baseball/Protective Gear/Catcher Helmets	4009	スポーツ・アウトドア/その他のスポーツ	0.459	level2_fallback_l2map	
3396391	Sports & Outdoors/Sports/Team Sports/Baseball/Protective Gear/Catcher Leg Guards	4009	スポーツ・アウトドア/その他のスポーツ	0.451	level2_fallback_l2map	
3396401	Sports & Outdoors/Sports/Team Sports/Baseball/Protective Gear/Catcher Masks	4009	スポーツ・アウトドア/その他のスポーツ	0.465	level2_fallback_l2map	
3396421	Sports & Outdoors/Sports/Team Sports/Baseball/Accessories/Umpire Protection	4009	スポーツ・アウトドア/その他のスポーツ	0.471	level2_fallback_l2map	
3396431	Sports & Outdoors/Sports/Team Sports/Baseball/Training Equipment	4009	スポーツ・アウトドア/その他のスポーツ	0.512	level2_fallback_l2map	
3396441	Sports & Outdoors/Sports/Team Sports/Baseball/Training Equipment/Ball Rebounders	4009	スポーツ・アウトドア/その他のスポーツ	0.454	level2_fallback_l2map	
3396451	Sports & Outdoors/Sports/Team Sports/Baseball/Training Equipment/Batting Trainers	4009	スポーツ・アウトドア/その他のスポーツ	0.451	level2_fallback_l2map	
3396461	Sports & Outdoors/Sports/Team Sports/Baseball/Training Equipment/Pitching Machines	4009	スポーツ・アウトドア/その他のスポーツ	0.448	level2_fallback_l2map	
3396471	Sports & Outdoors/Sports/Team Sports/Baseball/Training Equipment/Practice Nets	4009	スポーツ・アウトドア/その他のスポーツ	0.459	level2_fallback_l2map	
3396541	Sports & Outdoors/Sports/Team Sports/Basketball	4009	スポーツ・アウトドア/その他のスポーツ	0.597	level2_fallback_l2map	
3396551	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Backboard Components	4009	スポーツ・アウトドア/その他のスポーツ	0.441	level2_fallback_l2map	
3396561	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Backboard Components/Backboard Pads	4009	スポーツ・アウトドア/その他のスポーツ	0.404	level2_fallback_l2map	
3396581	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Hardware & Accessories	4009	スポーツ・アウトドア/その他のスポーツ	0.446	level2_fallback_l2map	
3396641	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Backboard Components/Pole Pads	4009	スポーツ・アウトドア/その他のスポーツ	0.414	level2_fallback_l2map	
3396651	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Scoreboards & Timers	4009	スポーツ・アウトドア/その他のスポーツ	0.446	level2_fallback_l2map	
3396691	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Basketball Hoops & Goals	4009	スポーツ・アウトドア/その他のスポーツ	0.436	level2_fallback_l2map	
3396711	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Basketball Hoops & Goals/In-Ground	4009	スポーツ・アウトドア/その他のスポーツ	0.410	level2_fallback_l2map	
3396731	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Basketball Hoops & Goals/Portable	4009	スポーツ・アウトドア/その他のスポーツ	0.412	level2_fallback_l2map	
3396741	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Basketball Hoops & Goals/Wall-Mounted	4009	スポーツ・アウトドア/その他のスポーツ	0.404	level2_fallback_l2map	
3396751	Sports & Outdoors/Sports/Team Sports/Basketball/Basketballs	4009	スポーツ・アウトドア/その他のスポーツ	0.528	level2_fallback_l2map	
3396941	Sports & Outdoors/Sports/Team Sports/Basketball/Footwear	4009	スポーツ・アウトドア/その他のスポーツ	0.555	level2_fallback_l2map	
3396951	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Backboard Components/Nets	4009	スポーツ・アウトドア/その他のスポーツ	0.424	level2_fallback_l2map	
3397001	Sports & Outdoors/Sports/Team Sports/Basketball/Court Equipment/Backboard Components/Rims	4009	スポーツ・アウトドア/その他のスポーツ	0.424	level2_fallback_l2map	
3397011	Sports & Outdoors/Sports/Team Sports/Basketball/Training Equipment	4009	スポーツ・アウトドア/その他のスポーツ	0.504	level2_fallback_l2map	
3397051	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool	4009	スポーツ・アウトドア/その他のスポーツ	0.497	level2_fallback_l2map	
3397071	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Ball Racks	4009	スポーツ・アウトドア/その他のスポーツ	0.456	level2_fallback_l2map	
3397081	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Billiard Balls	4009	スポーツ・アウトドア/その他のスポーツ	0.446	level2_fallback_l2map	
3397091	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Tables & Accessories/Billiard Cloth	4009	スポーツ・アウトドア/その他のスポーツ	0.404	level2_fallback_l2map	
3397131	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Tables & Accessories/Pockets	4009	スポーツ・アウトドア/その他のスポーツ	0.418	level2_fallback_l2map	
3397141	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Tables & Accessories/Table Covers	4009	スポーツ・アウトドア/その他のスポーツ	0.408	level2_fallback_l2map	
3397161	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Cue Chalk/Talc	4009	スポーツ・アウトドア/その他のスポーツ	0.441	level2_fallback_l2map	
3397171	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Tables & Accessories/Tables	4009	スポーツ・アウトドア/その他のスポーツ	0.420	level2_fallback_l2map	
3397221	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Cue Sticks & Accessories/Cue Sticks	4009	スポーツ・アウトドア/その他のスポーツ	0.404	level2_fallback_l2map	
3397241	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Cue Sticks & Accessories/Cases	4009	スポーツ・アウトドア/その他のスポーツ	0.414	level2_fallback_l2map	
3397251	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Cue Chalk	4009	スポーツ・アウトドア/その他のスポーツ	0.459	level2_fallback_l2map	
3397261	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Cue Racks	4009	スポーツ・アウトドア/その他のスポーツ	0.459	level2_fallback_l2map	
3397271	Sports & Outdoors/Sports/Leisure Sports & Game Room/Billiards & Pool/Cue Sticks & Accessories/Cue Tips	4009	スポーツ・アウトドア/その他のスポーツ	0.408	level2_fallback_l2map	
3397331	Sports & Outdoors/Sports/Boating & Sailing/Boating	4009	スポーツ・アウトドア/その他のスポーツ	0.592	level2_fallback_l2map	
3397361	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Compasses	4009	スポーツ・アウトドア/その他のスポーツ	0.501	level2_fallback_l2map	
3397371	Sports & Outdoors/Sports/Boating & Sailing/Boating/Docking & Anchoring Equipment/Boat Fenders	4009	スポーツ・アウトドア/その他のスポーツ	0.429	level2_fallback_l2map	
3397401	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Seat Cushions	4009	スポーツ・アウトドア/その他のスポーツ	0.438	level2_fallback_l2map	
3397491	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products	4009	スポーツ・アウトドア/その他のスポーツ	0.483	level2_fallback_l2map	
3397521	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Clocks & Barometers	4009	スポーツ・アウトドア/その他のスポーツ	0.429	level2_fallback_l2map	
3397531	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Flags	4009	スポーツ・アウトドア/その他のスポーツ	0.459	level2_fallback_l2map	
3397571	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Storage	4009	スポーツ・アウトドア/その他のスポーツ	0.454	level2_fallback_l2map	
3397581	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Vents & Deck Plates	4009	スポーツ・アウトドア/その他のスポーツ	0.429	level2_fallback_l2map	
3397601	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Covers	4009	スポーツ・アウトドア/その他のスポーツ	0.512	level2_fallback_l2map	
3397621	Sports & Outdoors/Sports/Boating & Sailing/Boating/Bimini Tops	4009	スポーツ・アウトドア/その他のスポーツ	0.524	level2_fallback_l2map	
3397741	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts	4009	スポーツ・アウトドア/その他のスポーツ	0.490	level2_fallback_l2map	
3397771	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts/Blowers	4009	スポーツ・アウトドア/その他のスポーツ	0.459	level2_fallback_l2map	
3397781	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts/Engine Spare Part Kits	4009	スポーツ・アウトドア/その他のスポーツ	0.422	level2_fallback_l2map	
3397791	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts/Fuel Filters	4009	スポーツ・アウトドア/その他のスポーツ	0.446	level2_fallback_l2map	
3397801	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts/Fuel Tanks	4009	スポーツ・アウトドア/その他のスポーツ	0.451	level2_fallback_l2map	
3397811	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts/Fuel-Flow Instruments	4009	スポーツ・アウトドア/その他のスポーツ	0.426	level2_fallback_l2map	
3397821	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts/Motor Flushers	4009	スポーツ・アウトドア/その他のスポーツ	0.441	level2_fallback_l2map	
3397841	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts/Outboard Motor Brackets	4009	スポーツ・アウトドア/その他のスポーツ	0.420	level2_fallback_l2map	
3397861	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts/Propellers	4009	スポーツ・アウトドア/その他のスポーツ	0.451	level2_fallback_l2map	
3397871	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Engine Parts/Spark Plugs	4009	スポーツ・アウトドア/その他のスポーツ	0.448	level2_fallback_l2map	
3397881	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Motors	4009	スポーツ・アウトドア/その他のスポーツ	0.512	level2_fallback_l2map	
3397931	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Motors/Outboard Motors	4009	スポーツ・アウトドア/その他のスポーツ	0.454	level2_fallback_l2map	
3397951	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Motors/Trolling Motors	4009	スポーツ・アウトドア/その他のスポーツ	0.454	level2_fallback_l2map	
3397961	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Plumbing	4009	スポーツ・アウトドア/その他のスポーツ	0.504	level2_fallback_l2map	
3397971	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Plumbing/Bilge Pumps	4009	スポーツ・アウトドア/その他のスポーツ	0.459	level2_fallback_l2map	
3397991	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Plumbing/Heads	4009	スポーツ・アウトドア/その他のスポーツ	0.477	level2_fallback_l2map	
3398001	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Plumbing/Holding Tanks	4009	スポーツ・アウトドア/その他のスポーツ	0.454	level2_fallback_l2map	
3398031	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Plumbing/Plumbing Fittings	4009	スポーツ・アウトドア/その他のスポーツ	0.443	level2_fallback_l2map	
3398041	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Plumbing/Shower Pumps & Sumps	4009	スポーツ・アウトドア/その他のスポーツ	0.441	level2_fallback_l2map	
3398061	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Plumbing/Washdown Pumps	4009	スポーツ・アウトドア/その他のスポーツ	0.451	level2_fallback_l2map	
3398071	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Plumbing/Waste Treatment Products	4009	スポーツ・アウトドア/その他のスポーツ	0.426	level2_fallback_l2map	
3398091	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Plumbing/Water Pressure Pumps	4009	スポーツ・アウトドア/その他のスポーツ	0.436	level2_fallback_l2map	
3398111	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Seating	4009	スポーツ・アウトドア/その他のスポーツ	0.454	level2_fallback_l2map	
3398121	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Seating/Boat Seats	4009	スポーツ・アウトドア/その他のスポーツ	0.416	level2_fallback_l2map	
3398131	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Seating/Fishing Chairs	4009	スポーツ・アウトドア/その他のスポーツ	0.414	level2_fallback_l2map	
3398161	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Seating/Pilot Chairs	4009	スポーツ・アウトドア/その他のスポーツ	0.418	level2_fallback_l2map	
3398171	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Cabin Products/Seating Accessories	4009	スポーツ・アウトドア/その他のスポーツ	0.429	level2_fallback_l2map	
3398181	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Trailer Accessories	4009	スポーツ・アウトドア/その他のスポーツ	0.474	level2_fallback_l2map	
3398191	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Trailer Accessories/Bearings, Hubs & Springs	4009	スポーツ・アウトドア/その他のスポーツ	0.414	level2_fallback_l2map	
3398201	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Trailer Accessories/Guides & Rollers	4009	スポーツ・アウトドア/その他のスポーツ	0.429	level2_fallback_l2map	
3398211	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Trailer Accessories/Jacks	4009	スポーツ・アウトドア/その他のスポーツ	0.451	level2_fallback_l2map	
3398221	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Trailer Accessories/Tie-Downs	4009	スポーツ・アウトドア/その他のスポーツ	0.441	level2_fallback_l2map	
3398231	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Trailer Accessories/Tires & Wheels	4009	スポーツ・アウトドア/その他のスポーツ	0.433	level2_fallback_l2map	
3398251	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Trailer Accessories/Trailer Hitches & Balls	4009	スポーツ・アウトドア/その他のスポーツ	0.414	level2_fallback_l2map	
3398261	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Trailer Accessories/Trailer Lights	4009	スポーツ・アウトドア/その他のスポーツ	0.429	level2_fallback_l2map	
3398271	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boat Trailer Accessories/Trailer Winches	4009	スポーツ・アウトドア/その他のスポーツ	0.426	level2_fallback_l2map	
3398381	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boats	4009	スポーツ・アウトドア/その他のスポーツ	0.550	level2_fallback_l2map	
3398391	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boats/Dinghies	4009	スポーツ・アウトドア/その他のスポーツ	0.504	level2_fallback_l2map	
3398401	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boats/Pontoon Boats	4009	スポーツ・アウトドア/その他のスポーツ	0.487	level2_fallback_l2map	
3398441	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boats/Pedal Boats	4009	スポーツ・アウトドア/その他のスポーツ	0.493	level2_fallback_l2map	
3398461	Sports & Outdoors/Sports/Boating & Sailing/Boating/Boats/Inflatable Rafts	4009	スポーツ・アウトドア/その他のスポーツ	0.477	level2_fallback_l2map	
3398481	Sports & Outdoors/Sports/Boating & Sailing/Rowing & Crew/Rowing Shells	4009	スポーツ・アウトドア/その他のスポーツ	0.501	level2_fallback_l2map	
3398491	Sports & Outdoors/Sports/Boating & Sailing/Sailing/Sailboats	4009	スポーツ・アウトドア/その他のスポーツ	0.532	level2_fallback_l2map	
3398531	Sports & Outdoors/Sports/Boating & Sailing/Boating/Docking & Anchoring Equipment	4009	スポーツ・アウトドア/その他のスポーツ	0.477	level2_fallback_l2map	
3398541	Sports & Outdoors/Sports/Boating & Sailing/Boating/Docking & Anchoring Equipment/Anchors	4009	スポーツ・アウトドア/その他のスポーツ	0.448	level2_fallback_l2map	
3398551	Sports & Outdoors/Sports/Boating & Sailing/Boating/Docking & Anchoring Equipment/Boat Hooks	4009	スポーツ・アウトドア/その他のスポーツ	0.433	level2_fallback_l2map	
3398561	Sports & Outdoors/Sports/Boating & Sailing/Boating/Docking & Anchoring Equipment/Chain & Accessories	4009	スポーツ・アウトドア/その他のスポーツ	0.429	level2_fallback_l2map	
3398571	Sports & Outdoors/Sports/Boating & Sailing/Boating/Docking & Anchoring Equipment/Dock Boxes	4009	スポーツ・アウトドア/その他のスポーツ	0.441	level2_fallback_l2map	
3398591	Sports & Outdoors/Sports/Boating & Sailing/Boating/Docking & Anchoring Equipment/Dock Cleats	4009	スポーツ・アウトドア/その他のスポーツ	0.438	level2_fallback_l2map	
3398601	Sports & Outdoors/Sports/Boating & Sailing/Boating/Docking & Anchoring Equipment/Dock Guards	4009	スポーツ・アウトドア/その他のスポーツ	0.438	level2_fallback_l2map	
3398611	Sports & Outdoors/Sports/Boating & Sailing/Boating/Docking & Anchoring Equipment/Dock Lines & Rope	4009	スポーツ・アウトドア/その他のスポーツ	0.429	level2_fallback_l2map	
